"Date","Comp","Negative","Neutral","Positive"
"2018-10-09","0.974","0.047","0.792","0.162"
"2018-10-10","0.934","0","0.848","0.152"
"2018-10-11","-0.578","0.099","0.837","0.064"
"2018-10-12","0.933","0.026","0.853","0.121"
"2018-10-13","0.836","0.074","0.832","0.094"
"2018-10-14","0.906","0.031","0.891","0.078"
"2018-10-15","0.826","0.072","0.819","0.109"
"2018-10-16","0.974","0.035","0.842","0.123"
"2018-10-17","-0.026","0.065","0.861","0.075"
"2018-10-18","0.772","0.078","0.779","0.143"
"2018-10-19","-0.718","0.111","0.807","0.081"
"2018-10-20","0.881","0.028","0.894","0.079"
"2018-10-21","0.877","0.079","0.778","0.144"
"2018-10-22","0.896","0.047","0.859","0.095"
"2018-10-23","0.899","0.059","0.838","0.104"
"2018-10-24","0.906","0.055","0.827","0.118"
"2018-10-25","0.758","0.098","0.749","0.152"
"2018-10-26","0.048","0.086","0.819","0.095"
"2018-10-27","-0.128","0.067","0.869","0.064"
"2018-10-28","-0.217","0.053","0.897","0.05"
"2018-10-29","0.9","0.04","0.846","0.114"
"2018-10-30","-0.88","0.144","0.765","0.091"
"2018-10-31","0.983","0.02","0.849","0.131"
"2018-11-01","0.977","0.063","0.743","0.195"
"2018-11-02","0.984","0.045","0.818","0.137"
"2018-11-03","0.99","0","0.852","0.148"
"2018-11-04","0.975","0.034","0.814","0.152"
"2018-11-05","0.968","0.018","0.894","0.088"
"2018-11-06","0.886","0.038","0.873","0.089"
"2018-11-07","0.952","0.037","0.848","0.116"
"2018-11-08","0.955","0.051","0.775","0.175"
"2018-11-09","0.967","0.027","0.844","0.129"
"2018-11-10","0.984","0.053","0.761","0.187"
"2018-11-11","0.932","0.027","0.881","0.092"
"2018-11-12","0.656","0.067","0.836","0.098"
"2018-11-13","0.691","0.074","0.82","0.106"
"2018-11-14","0.99","0.043","0.793","0.164"
"2018-11-15","0.959","0.032","0.835","0.133"
"2018-11-16","0.182","0.067","0.852","0.08"
"2018-11-17","0.931","0.045","0.844","0.112"
"2018-11-18","-0.921","0.129","0.785","0.086"
"2018-11-19","0.228","0.097","0.803","0.101"
"2018-11-20","0.881","0.091","0.775","0.134"
"2018-11-21","0.991","0.02","0.839","0.141"
"2018-11-22","0.929","0.04","0.847","0.113"
"2018-11-23","0.44","0.042","0.903","0.055"
"2018-11-24","0.953","0.048","0.812","0.14"
"2018-11-25","0.964","0.019","0.867","0.114"
"2018-11-26","0.967","0.021","0.853","0.127"
"2018-11-27","0.977","0.011","0.85","0.139"
"2018-11-28","0.977","0.04","0.764","0.196"
"2018-11-29","0.958","0.072","0.774","0.154"
"2018-11-30","0.975","0.027","0.818","0.156"
"2018-12-01","0.962","0.036","0.831","0.133"
"2018-12-02","0.962","0.05","0.79","0.16"
"2018-12-03","0.982","0.025","0.806","0.169"
"2018-12-04","-0.849","0.11","0.824","0.065"
"2018-12-05","0.967","0.07","0.76","0.17"
"2018-12-06","-0.94","0.123","0.82","0.057"
"2018-12-07","-0.026","0.052","0.896","0.052"
"2018-12-08","0.977","0.016","0.851","0.133"
"2018-12-09","0.908","0.048","0.841","0.111"
"2018-12-10","-0.735","0.157","0.706","0.138"
"2018-12-11","0.98","0.045","0.819","0.136"
"2018-12-12","0.822","0.083","0.767","0.149"
"2018-12-13","0.936","0.063","0.808","0.129"
"2018-12-14","-0.67","0.146","0.728","0.126"
"2018-12-15","0.927","0.042","0.845","0.113"
"2018-12-16","0.927","0.065","0.814","0.121"
"2018-12-17","0.986","0.028","0.778","0.193"
"2018-12-18","0.487","0.081","0.828","0.091"
"2018-12-19","0.942","0.07","0.763","0.167"
"2018-12-20","0.979","0.059","0.784","0.157"
"2018-12-21","0.725","0.115","0.739","0.146"
"2018-12-22","0.992","0.07","0.711","0.219"
"2018-12-23","0.983","0.058","0.704","0.238"
"2018-12-24","0.944","0","0.878","0.122"
"2018-12-25","0.968","0.077","0.735","0.188"
"2018-12-26","0.979","0.041","0.804","0.155"
"2018-12-27","0.937","0.021","0.841","0.138"
"2018-12-28","0.836","0.12","0.731","0.149"
"2018-12-29","-0.042","0.12","0.739","0.142"
"2018-12-30","0.935","0.045","0.838","0.117"
"2018-12-31","0.992","0.005","0.779","0.216"
"2019-01-01","0.946","0.073","0.776","0.151"
"2019-01-02","0.906","0.065","0.804","0.131"
"2019-01-03","0.893","0.046","0.858","0.096"
"2019-01-04","0.992","0.042","0.744","0.214"
"2019-01-05","0.914","0.082","0.756","0.162"
"2019-01-06","0.972","0.032","0.84","0.128"
"2019-01-07","0.972","0.052","0.773","0.175"
"2019-01-08","0.971","0.044","0.759","0.197"
"2019-01-09","0.929","0.069","0.779","0.152"
"2019-01-10","0.977","0.042","0.758","0.199"
"2019-01-11","0.962","0.025","0.842","0.132"
"2019-01-12","0.977","0.035","0.825","0.139"
"2019-01-13","0.946","0.088","0.77","0.141"
"2019-01-14","0.961","0.034","0.838","0.128"
"2019-01-15","0.891","0.069","0.805","0.126"
"2019-01-16","0.896","0.042","0.85","0.108"
"2019-01-17","0.993","0.072","0.755","0.173"
"2019-01-18","0.171","0.047","0.886","0.066"
"2019-01-19","0.982","0.015","0.86","0.125"
"2019-01-20","0.981","0.011","0.813","0.176"
"2019-01-21","0.978","0.052","0.8","0.149"
"2019-01-22","0.971","0.064","0.772","0.164"
"2019-01-23","0.974","0.022","0.825","0.153"
"2019-01-24","0.937","0.021","0.869","0.11"
"2019-01-25","0.979","0.022","0.819","0.158"
"2019-01-26","0.99","0.044","0.767","0.189"
"2019-01-27","0.984","0.022","0.867","0.111"
"2019-01-28","0.895","0.042","0.829","0.129"
"2019-01-29","0.84","0.058","0.836","0.105"
"2019-01-30","0.844","0.082","0.785","0.133"
"2019-01-31","0.76","0.112","0.732","0.156"
"2019-02-01","0.935","0.048","0.854","0.098"
"2019-02-02","0.991","0.052","0.739","0.21"
"2019-02-03","0.557","0.073","0.803","0.124"
"2019-02-04","0.649","0.077","0.828","0.094"
"2019-02-05","0.625","0.026","0.92","0.054"
"2019-02-06","0.757","0.044","0.89","0.066"
"2019-02-07","0.95","0.047","0.848","0.106"
"2019-02-08","0.973","0.075","0.732","0.192"
"2019-02-09","0.987","0.048","0.758","0.195"
"2019-02-10","0.952","0.051","0.842","0.107"
"2019-02-11","0.97","0.04","0.827","0.133"
"2019-02-12","0.952","0.05","0.791","0.159"
"2019-02-13","0.967","0.007","0.846","0.146"
"2019-02-14","0.963","0.083","0.732","0.185"
"2019-02-15","0.969","0.069","0.785","0.146"
"2019-02-16","0.974","0.012","0.859","0.129"
"2019-02-17","0.966","0.065","0.762","0.173"
"2019-02-18","0.987","0.037","0.781","0.182"
"2019-02-19","0.987","0.025","0.813","0.162"
"2019-02-20","0.832","0.086","0.789","0.126"
"2019-02-21","0.98","0.017","0.83","0.153"
"2019-02-22","0.971","0.053","0.78","0.167"
"2019-02-23","0.996","0.068","0.703","0.229"
"2019-02-24","0.987","0.047","0.783","0.17"
"2019-02-25","0.772","0.066","0.822","0.111"
"2019-02-26","0.956","0.025","0.891","0.084"
"2019-02-27","0.975","0.061","0.774","0.166"
"2019-02-28","0.951","0.043","0.854","0.103"
"2019-03-01","-0.462","0.036","0.948","0.016"
"2019-03-02","0.983","0.044","0.774","0.182"
"2019-03-03","0.947","0.034","0.862","0.104"
"2019-03-04","0.967","0.063","0.751","0.186"
"2019-03-05","0.951","0.026","0.825","0.15"
"2019-03-06","0.995","0.048","0.684","0.268"
"2019-03-07","0.969","0.034","0.815","0.15"
"2019-03-08","0.948","0.036","0.854","0.109"
"2019-03-09","0.992","0.057","0.732","0.211"
"2019-03-10","0.959","0.04","0.837","0.123"
"2019-03-11","0.991","0.065","0.733","0.203"
"2019-03-12","0.98","0.049","0.753","0.198"
"2019-03-13","0.402","0.022","0.933","0.046"
"2019-03-14","0.791","0.047","0.851","0.102"
"2019-03-15","0.859","0","0.886","0.114"
"2019-03-16","0.966","0.062","0.795","0.143"
"2019-03-17","0.997","0.052","0.701","0.247"
"2019-03-18","0.153","0.078","0.822","0.1"
"2019-03-19","0.875","0.043","0.849","0.108"
"2019-03-20","0.877","0.126","0.718","0.155"
"2019-03-21","0.902","0.023","0.87","0.106"
"2019-03-22","0.909","0.025","0.893","0.082"
"2019-03-23","0.966","0.033","0.871","0.096"
"2019-03-24","0.976","0.024","0.842","0.134"
"2019-03-25","0.994","0.064","0.751","0.185"
"2019-03-26","0.988","0.026","0.855","0.12"
"2019-03-27","0.894","0.058","0.83","0.112"
"2019-03-28","0.914","0.038","0.825","0.137"
"2019-03-29","-0.296","0.073","0.85","0.077"
"2019-03-30","0.983","0.038","0.764","0.197"
"2019-03-31","0.966","0.054","0.822","0.124"
"2019-04-01","0.959","0","0.844","0.156"
"2019-04-02","0.914","0.067","0.789","0.143"
"2019-04-03","0.98","0.022","0.77","0.208"
"2019-04-04","0.872","0.061","0.782","0.156"
"2019-04-05","0.995","0.009","0.763","0.228"
"2019-04-06","0.966","0.086","0.745","0.169"
"2019-04-07","0.986","0.03","0.782","0.188"
"2019-04-08","0.986","0.03","0.789","0.18"
"2019-04-09","0.948","0.045","0.781","0.174"
"2019-04-10","0.896","0.043","0.843","0.115"
"2019-04-11","0.971","0.026","0.84","0.134"
"2019-04-12","0.981","0.032","0.785","0.182"
"2019-04-13","0.959","0.042","0.837","0.121"
"2019-04-14","0.988","0.047","0.753","0.2"
"2019-04-15","0.97","0.061","0.697","0.242"
"2019-04-16","0.941","0.039","0.843","0.118"
"2019-04-17","0.891","0.044","0.837","0.119"
"2019-04-18","0.791","0.053","0.835","0.112"
"2019-04-19","0.994","0.009","0.781","0.21"
"2019-04-20","0.97","0.033","0.859","0.108"
"2019-04-21","0.981","0.011","0.877","0.112"
"2019-04-22","0.791","0.027","0.896","0.077"
"2019-04-23","0.952","0.033","0.79","0.176"
"2019-04-24","0.989","0.025","0.806","0.169"
"2019-04-25","0.977","0.062","0.759","0.179"
"2019-04-26","0.97","0.028","0.761","0.212"
"2019-04-27","0.959","0.029","0.848","0.122"
"2019-04-28","0.958","0.018","0.871","0.111"
"2019-04-29","0.971","0.017","0.856","0.127"
"2019-04-30","-0.716","0.136","0.745","0.119"
"2019-05-01","0.943","0.021","0.886","0.094"
"2019-05-02","0.971","0.066","0.738","0.196"
"2019-05-03","0.899","0.024","0.907","0.069"
"2019-05-04","0.756","0.057","0.834","0.109"
"2019-05-05","0.681","0.065","0.838","0.097"
"2019-05-06","0.955","0.031","0.857","0.112"
"2019-05-07","0.494","0.091","0.801","0.108"
"2019-05-08","0.525","0.045","0.858","0.097"
"2019-05-09","-0.945","0.087","0.887","0.026"
"2019-05-10","0.844","0.035","0.893","0.072"
"2019-05-11","0.735","0.043","0.887","0.07"
"2019-05-12","0.988","0.073","0.747","0.18"
"2019-05-13","0.966","0.03","0.843","0.127"
"2019-05-14","0.945","0.033","0.857","0.11"
"2019-05-15","0.889","0.057","0.84","0.103"
"2019-05-16","0.994","0.068","0.697","0.235"
"2019-05-17","0.993","0.04","0.794","0.166"
"2019-05-18","-0.904","0.099","0.851","0.05"
"2019-05-19","0.844","0.063","0.84","0.097"
"2019-05-20","0.615","0.044","0.889","0.068"
"2019-05-21","0.994","0.034","0.772","0.193"
"2019-05-22","-0.296","0.094","0.817","0.09"
"2019-05-23","0.856","0.07","0.81","0.12"
"2019-05-24","0.85","0.068","0.816","0.116"
"2019-05-25","0.944","0.045","0.852","0.102"
"2019-05-26","0.494","0.033","0.919","0.048"
"2019-05-27","0.992","0.051","0.757","0.192"
"2019-05-28","0.998","0.006","0.769","0.225"
"2019-05-29","0.929","0.007","0.93","0.063"
"2019-05-30","0.8","0.038","0.887","0.075"
"2019-05-31","0.952","0.053","0.82","0.127"
"2019-06-01","0.994","0.03","0.771","0.199"
"2019-06-02","0.986","0","0.853","0.147"
"2019-06-03","0.969","0.029","0.847","0.124"
"2019-06-04","0.963","0.027","0.807","0.166"
"2019-06-05","0.985","0.042","0.782","0.176"
"2019-06-06","0.907","0.059","0.842","0.099"
"2019-06-07","0.228","0.061","0.866","0.074"
"2019-06-08","0.971","0.107","0.66","0.233"
"2019-06-09","0.987","0.009","0.83","0.161"
"2019-06-10","0.906","0.052","0.846","0.102"
"2019-06-11","0.952","0.026","0.867","0.107"
"2019-06-12","0.938","0.045","0.85","0.105"
"2019-06-13","0.94","0.045","0.852","0.103"
"2019-06-14","0.526","0.048","0.902","0.05"
"2019-06-15","0.991","0.039","0.767","0.194"
"2019-06-16","0.99","0","0.821","0.179"
"2019-06-17","0.985","0.035","0.842","0.123"
"2019-06-18","0.969","0.037","0.833","0.13"
"2019-06-19","0.121","0.092","0.81","0.098"
"2019-06-20","0.968","0.059","0.798","0.143"
"2019-06-21","-0.612","0.059","0.89","0.05"
"2019-06-22","0.758","0.072","0.831","0.097"
"2019-06-23","0.987","0.04","0.807","0.153"
"2019-06-24","0.984","0.051","0.775","0.175"
"2019-06-25","0.969","0.086","0.736","0.179"
"2019-06-26","-0.34","0.111","0.764","0.125"
"2019-06-27","0.97","0.048","0.827","0.125"
"2019-06-28","0.494","0.062","0.863","0.075"
"2019-06-29","0.984","0.016","0.854","0.13"
"2019-06-30","0.946","0.05","0.828","0.122"
"2019-07-01","0.98","0.032","0.852","0.116"
"2019-07-02","0.978","0.024","0.823","0.152"
"2019-07-03","0.735","0.025","0.905","0.07"
"2019-07-04","0.941","0.021","0.882","0.097"
"2019-07-05","0.985","0.057","0.685","0.258"
"2019-07-06","0.921","0.074","0.814","0.112"
"2019-07-07","0.987","0.05","0.798","0.152"
"2019-07-08","0.439","0.059","0.868","0.074"
"2019-07-09","0.928","0.052","0.802","0.146"
"2019-07-10","0.952","0.038","0.816","0.146"
"2019-07-11","0.893","0.029","0.879","0.092"
"2019-07-12","0.977","0.022","0.855","0.122"
"2019-07-13","0.996","0.016","0.782","0.202"
"2019-07-14","0.987","0.089","0.704","0.207"
"2019-07-15","0.978","0.045","0.763","0.193"
"2019-07-16","0.91","0.098","0.742","0.16"
"2019-07-17","0.946","0.048","0.84","0.113"
"2019-07-18","0.862","0.03","0.893","0.077"
"2019-07-19","0.947","0.044","0.838","0.118"
"2019-07-20","0.893","0.008","0.932","0.06"
"2019-07-21","0.939","0.046","0.857","0.097"
"2019-07-22","0.961","0","0.894","0.106"
"2019-07-23","0.781","0.064","0.814","0.122"
"2019-07-24","0.975","0.051","0.798","0.151"
"2019-07-25","0.882","0.055","0.812","0.133"
"2019-07-26","0.965","0.031","0.84","0.129"
"2019-07-27","0.987","0.049","0.732","0.218"
"2019-07-28","0.941","0.061","0.81","0.129"
"2019-07-29","0.785","0.07","0.818","0.112"
"2019-07-30","0.982","0.033","0.833","0.134"
"2019-07-31","0.983","0.037","0.773","0.191"
"2019-08-01","0.926","0.029","0.875","0.096"
"2019-08-02","0.886","0.03","0.898","0.072"
"2019-08-03","0.962","0.045","0.828","0.127"
"2019-08-04","0.988","0.013","0.822","0.165"
"2019-08-05","0.95","0.043","0.827","0.131"
"2019-08-06","0.933","0.068","0.804","0.127"
"2019-08-07","0.983","0.052","0.811","0.137"
"2019-08-08","0.988","0.015","0.856","0.13"
"2019-08-09","0.977","0.043","0.804","0.153"
"2019-08-10","0.376","0.057","0.881","0.062"
"2019-08-11","-0.408","0.097","0.812","0.091"
"2019-08-12","0.994","0.013","0.823","0.164"
"2019-08-13","0.616","0.035","0.906","0.059"
"2019-08-14","0.901","0.093","0.762","0.146"
"2019-08-15","0.758","0.05","0.841","0.11"
"2019-08-16","0.802","0.07","0.833","0.097"
"2019-08-17","0.966","0.04","0.847","0.113"
"2019-08-18","0.947","0.056","0.832","0.112"
"2019-08-19","0.929","0.07","0.753","0.177"
"2019-08-20","0.91","0.064","0.832","0.104"
"2019-08-21","-0.649","0.084","0.842","0.074"
"2019-08-22","0.958","0.012","0.882","0.106"
"2019-08-23","-0.883","0.117","0.814","0.069"
"2019-08-24","-0.268","0.092","0.816","0.092"
"2019-08-25","-0.832","0.094","0.83","0.076"
"2019-08-26","0.982","0.093","0.737","0.17"
"2019-08-27","0.818","0.025","0.92","0.055"
"2019-08-28","0.465","0.045","0.902","0.053"
"2019-08-29","0.897","0.077","0.796","0.126"
"2019-08-30","-0.912","0.11","0.847","0.044"
"2019-08-31","0.872","0.03","0.896","0.074"
"2019-09-01","0.987","0","0.849","0.151"
"2019-09-02","0.052","0.07","0.856","0.074"
"2019-09-03","0.929","0.048","0.852","0.1"
"2019-09-04","0.891","0.017","0.918","0.065"
"2019-09-05","0.994","0","0.821","0.179"
"2019-09-06","0.965","0","0.902","0.098"
"2019-09-07","0.896","0.029","0.889","0.082"
"2019-09-08","0.847","0.026","0.903","0.071"
"2019-09-09","0.889","0.084","0.781","0.135"
"2019-09-10","0.889","0.01","0.911","0.079"
"2019-09-11","0.962","0.031","0.873","0.096"
"2019-09-12","0.878","0.071","0.8","0.129"
"2019-09-13","0.98","0.013","0.805","0.182"
"2019-09-14","0.973","0.096","0.695","0.209"
"2019-09-15","0.967","0","0.914","0.086"
"2019-09-16","0.886","0.043","0.825","0.132"
"2019-09-17","0.98","0.04","0.769","0.191"
"2019-09-18","0.978","0.028","0.832","0.139"
"2019-09-19","0.991","0.01","0.755","0.236"
"2019-09-20","0.981","0.059","0.75","0.19"
"2019-09-21","0.937","0.024","0.843","0.133"
"2019-09-22","0.988","0.011","0.792","0.197"
"2019-09-23","0.971","0.015","0.867","0.118"
"2019-09-24","-0.802","0.07","0.897","0.033"
"2019-09-25","0.881","0.028","0.866","0.106"
"2019-09-26","0.929","0.041","0.837","0.122"
"2019-09-27","0.817","0.062","0.827","0.111"
"2019-09-28","0.947","0.004","0.93","0.066"
"2019-09-29","0.92","0.067","0.793","0.14"
"2019-09-30","0.943","0.035","0.811","0.154"
"2019-10-01","-0.103","0.072","0.853","0.074"
"2019-10-02","0.918","0.031","0.875","0.094"
"2019-10-03","0.62","0.075","0.818","0.107"
"2019-10-04","0.981","0.049","0.805","0.146"
"2019-10-05","0.976","0.052","0.807","0.141"
"2019-10-06","0.862","0.025","0.893","0.082"
"2019-10-07","0.735","0.027","0.909","0.064"
"2019-10-08","0.048","0.094","0.808","0.098"
"2019-10-09","-0.15","0.046","0.914","0.04"
"2019-10-10","0.993","0.015","0.815","0.17"
"2019-10-11","0.811","0.041","0.886","0.073"
"2019-10-12","0.988","0.01","0.792","0.198"
"2019-10-13","0.987","0.069","0.735","0.196"
"2019-10-14","-0.494","0.062","0.9","0.038"
"2019-10-15","0.97","0.028","0.795","0.177"
"2019-10-16","0.947","0","0.882","0.118"
"2019-10-17","0.971","0.067","0.802","0.13"
"2019-10-18","0.962","0.045","0.842","0.113"
"2019-10-19","0.382","0.046","0.903","0.051"
"2019-10-20","0.955","0.014","0.905","0.081"
"2019-10-21","0.962","0","0.904","0.096"
"2019-10-22","-0.914","0.124","0.786","0.09"
"2019-10-23","0.937","0.035","0.847","0.119"
"2019-10-24","0.612","0.045","0.865","0.09"
"2019-10-25","0.763","0.088","0.791","0.121"
"2019-10-26","0.948","0.07","0.8","0.131"
"2019-10-27","0.973","0.073","0.765","0.161"
"2019-10-28","0.981","0.064","0.709","0.228"
"2019-10-29","0.973","0.04","0.84","0.12"
"2019-10-30","0.372","0.115","0.752","0.133"
"2019-10-31","0.983","0.03","0.854","0.115"
"2019-11-01","0.772","0.04","0.89","0.07"
"2019-11-02","0.914","0.023","0.902","0.075"
"2019-11-03","0.878","0.07","0.813","0.116"
"2019-11-04","0.955","0.012","0.862","0.125"
"2019-11-05","0.958","0.019","0.88","0.101"
"2019-11-06","0.979","0.033","0.827","0.14"
"2019-11-07","0.659","0.067","0.825","0.108"
"2019-11-08","0.813","0.071","0.834","0.094"
"2019-11-09","0.917","0.066","0.82","0.115"
"2019-11-10","0.947","0.044","0.867","0.088"
"2019-11-11","0.986","0.027","0.783","0.19"
"2019-11-12","0.978","0.025","0.83","0.145"
"2019-11-13","0.919","0.037","0.863","0.1"
"2019-11-14","0.967","0.056","0.788","0.156"
"2019-11-15","0.026","0.082","0.825","0.092"
"2019-11-16","-0.382","0.135","0.735","0.13"
"2019-11-17","0.489","0.135","0.715","0.15"
"2019-11-18","0.954","0.053","0.846","0.101"
"2019-11-19","0.626","0.111","0.767","0.122"
"2019-11-20","0.951","0.058","0.793","0.149"
"2019-11-21","0.963","0.033","0.833","0.134"
"2019-11-22","0.361","0.061","0.847","0.092"
"2019-11-23","0.844","0.113","0.719","0.168"
"2019-11-24","0.847","0.07","0.817","0.112"
"2019-11-25","0.966","0.011","0.854","0.135"
"2019-11-26","0.273","0.035","0.919","0.046"
"2019-11-27","0.983","0.05","0.789","0.161"
"2019-11-28","0.95","0.029","0.852","0.119"
"2019-11-29","0.888","0.046","0.857","0.097"
"2019-11-30","0.749","0.028","0.901","0.071"
"2019-12-01","0.988","0.051","0.795","0.155"
"2019-12-02","0.81","0.045","0.851","0.104"
"2019-12-03","0.799","0.039","0.893","0.068"
"2019-12-04","0.961","0.075","0.775","0.15"
"2019-12-05","0.853","0.038","0.877","0.085"
"2019-12-06","0.981","0.064","0.746","0.19"
"2019-12-07","0.987","0.042","0.823","0.135"
"2019-12-08","0.992","0.036","0.822","0.141"
"2019-12-09","0.905","0.1","0.77","0.129"
"2019-12-10","0.949","0.005","0.903","0.092"
"2019-12-11","0.937","0.039","0.843","0.118"
"2019-12-12","0.983","0.014","0.867","0.12"
"2019-12-13","0.943","0.041","0.854","0.105"
"2019-12-14","-0.772","0.068","0.889","0.044"
"2019-12-15","0.972","0.036","0.849","0.115"
"2019-12-16","-0.153","0.068","0.868","0.064"
"2019-12-17","0.987","0.083","0.693","0.224"
"2019-12-18","0.827","0.087","0.784","0.129"
"2019-12-19","0.477","0.092","0.786","0.122"
"2019-12-20","0.993","0.071","0.717","0.212"
"2019-12-21","0.924","0.046","0.855","0.099"
"2019-12-22","0.945","0.053","0.812","0.135"
"2019-12-23","0.912","0.06","0.838","0.102"
"2019-12-24","0.934","0.042","0.849","0.109"
"2019-12-25","0.996","0.004","0.741","0.255"
"2019-12-26","0.941","0.055","0.767","0.178"
"2019-12-27","0.718","0.024","0.925","0.051"
"2019-12-28","0.972","0.024","0.841","0.135"
"2019-12-29","0.927","0.058","0.806","0.135"
"2019-12-30","0.98","0.033","0.854","0.113"
