"Date","Comp","Negative","Neutral","Positive"
"2018-10-27","0.814","0.065","0.753","0.182"
"2018-10-28","-0.273","0.052","0.924","0.023"
"2018-10-29","0.953","0","0.912","0.088"
"2018-10-30","0.44","0.08","0.814","0.106"
"2018-10-31","-0.026","0.038","0.926","0.036"
"2018-11-01","0.832","0.031","0.872","0.097"
"2018-11-02","0.898","0.023","0.856","0.121"
"2018-11-03","0.946","0.054","0.727","0.219"
"2018-11-04","0.93","0.019","0.838","0.144"
"2018-11-05","0.735","0.023","0.906","0.071"
"2018-11-06","0.856","0.038","0.824","0.139"
"2018-11-07","0.772","0","0.913","0.087"
"2018-11-08","0.959","0","0.786","0.214"
"2018-11-09","0.964","0","0.784","0.216"
"2018-11-10","0.964","0.037","0.833","0.13"
"2018-11-11","0.917","0","0.829","0.171"
"2018-11-12","0.67","0","0.896","0.104"
"2018-11-13","-0.402","0.025","0.975","0"
"2018-11-14","0.659","0","0.97","0.03"
"2018-11-15","-0.296","0.023","0.964","0.013"
"2018-11-16","0.751","0.032","0.877","0.091"
"2018-11-17","0.953","0","0.883","0.117"
"2018-11-18","0.966","0.012","0.797","0.191"
"2018-11-19","0.758","0.043","0.838","0.12"
"2018-11-20","0.906","0","0.893","0.107"
"2018-11-21","0.572","0.043","0.891","0.066"
"2018-11-22","0.943","0","0.707","0.293"
"2018-11-23","0.542","0","0.95","0.05"
"2018-11-24","0.983","0.04","0.71","0.25"
"2018-11-25","0.972","0","0.742","0.258"
"2018-11-26","0.906","0.046","0.779","0.175"
"2018-11-27","0.852","0.025","0.883","0.092"
"2018-11-28","0.938","0","0.744","0.256"
"2018-11-29","0.637","0.055","0.861","0.084"
"2018-11-30","0.844","0.036","0.888","0.075"
"2018-12-01","0","0.104","0.792","0.104"
"2018-12-02","0.758","0.027","0.895","0.078"
"2018-12-03","0.361","0.028","0.908","0.064"
"2018-12-04","0.969","0","0.778","0.222"
"2018-12-05","0.92","0","0.815","0.185"
"2018-12-06","0.052","0.104","0.78","0.116"
"2018-12-07","0.202","0.052","0.878","0.07"
"2018-12-08","0.981","0.015","0.786","0.199"
"2018-12-09","0.925","0.06","0.789","0.15"
"2018-12-10","0.94","0.027","0.829","0.144"
"2018-12-11","0.778","0.062","0.811","0.126"
"2018-12-12","0.273","0.053","0.858","0.089"
"2018-12-13","0.691","0.016","0.915","0.069"
"2018-12-14","-0.153","0.089","0.843","0.068"
"2018-12-15","0.807","0.057","0.794","0.149"
"2018-12-16","0.586","0","0.956","0.044"
"2018-12-17","0.878","0.029","0.852","0.119"
"2018-12-18","0.967","0.017","0.859","0.124"
"2018-12-19","0.96","0.03","0.717","0.253"
"2018-12-20","0.772","0.065","0.789","0.146"
"2018-12-21","0.912","0.034","0.815","0.152"
"2018-12-22","0.854","0.038","0.857","0.104"
"2018-12-23","0.621","0.112","0.729","0.159"
"2018-12-24","0.751","0.026","0.853","0.121"
"2018-12-25","0.226","0.055","0.873","0.072"
"2018-12-26","0.572","0.037","0.89","0.073"
"2018-12-27","0.822","0.044","0.833","0.123"
"2018-12-28","0.382","0.045","0.861","0.094"
"2018-12-29","0.908","0","0.829","0.171"
"2018-12-30","-0.273","0.08","0.865","0.056"
"2018-12-31","0.961","0.049","0.808","0.143"
"2019-01-01","0.785","0.014","0.9","0.085"
"2019-01-02","-0.844","0.079","0.902","0.019"
"2019-01-03","-0.273","0.062","0.893","0.044"
"2019-01-04","0.67","0","0.908","0.092"
"2019-01-05","-0.477","0.046","0.942","0.012"
"2019-01-06","0.927","0.04","0.781","0.179"
"2019-01-07","0.91","0.03","0.874","0.096"
"2019-01-08","-0.937","0.198","0.714","0.088"
"2019-01-09","0.96","0.009","0.889","0.102"
"2019-01-10","0.44","0.094","0.75","0.156"
"2019-01-11","-0.318","0.052","0.899","0.05"
"2019-01-12","0.572","0","0.948","0.052"
"2019-01-13","-0.178","0.102","0.786","0.112"
"2019-01-14","0.972","0.06","0.735","0.206"
"2019-01-15","-0.026","0.071","0.859","0.07"
"2019-01-16","0.927","0.017","0.847","0.135"
"2019-01-17","0.902","0.025","0.828","0.147"
"2019-01-18","0.66","0.034","0.854","0.112"
"2019-01-19","0.859","0.065","0.813","0.122"
"2019-01-20","0.931","0.03","0.834","0.136"
"2019-01-21","0.802","0.018","0.898","0.084"
"2019-01-22","0.848","0.051","0.836","0.113"
"2019-01-23","0.908","0.034","0.824","0.143"
"2019-01-24","-0.026","0.109","0.783","0.108"
"2019-01-25","0.226","0.092","0.789","0.118"
"2019-01-26","0.977","0.053","0.728","0.218"
"2019-01-27","0.7","0.02","0.918","0.062"
"2019-01-28","0.318","0.102","0.794","0.104"
"2019-01-29","0.912","0.061","0.751","0.189"
"2019-01-30","0.898","0.036","0.711","0.254"
"2019-01-31","0.832","0.06","0.789","0.151"
"2019-02-01","0.542","0.02","0.914","0.066"
"2019-02-02","0.802","0.046","0.84","0.114"
"2019-02-03","0.928","0.044","0.818","0.137"
"2019-02-04","0.612","0.066","0.844","0.09"
"2019-02-05","0.765","0","0.908","0.092"
"2019-02-06","0.178","0.038","0.916","0.046"
"2019-02-07","0.54","0","0.891","0.109"
"2019-02-08","-0.955","0.14","0.825","0.035"
"2019-02-09","0.971","0","0.745","0.255"
"2019-02-10","0.178","0.058","0.893","0.049"
"2019-02-11","-0.71","0.066","0.934","0"
"2019-02-12","0.836","0.024","0.893","0.084"
"2019-02-13","0.307","0.026","0.929","0.045"
"2019-02-14","0.296","0.08","0.821","0.099"
"2019-02-15","0.925","0.121","0.681","0.198"
"2019-02-16","0.923","0.02","0.822","0.158"
"2019-02-17","0.832","0.046","0.818","0.137"
"2019-02-18","0.421","0.013","0.952","0.036"
"2019-02-19","0.791","0.073","0.819","0.108"
"2019-02-20","0.974","0.013","0.817","0.17"
"2019-02-21","0.71","0.016","0.91","0.074"
"2019-02-22","0.34","0.067","0.86","0.074"
"2019-02-23","0.832","0.085","0.773","0.143"
"2019-02-24","0.88","0.032","0.86","0.108"
"2019-02-25","0.939","0","0.826","0.174"
"2019-02-26","-0.052","0.013","0.987","0"
"2019-02-27","0.338","0.035","0.929","0.037"
"2019-02-28","0.318","0.043","0.897","0.06"
"2019-03-01","0.84","0.073","0.804","0.123"
"2019-03-02","0.987","0.039","0.744","0.217"
"2019-03-03","0.758","0.012","0.932","0.056"
"2019-03-04","0.942","0.03","0.771","0.199"
"2019-03-05","0.153","0.038","0.919","0.043"
"2019-03-06","0.991","0.024","0.799","0.178"
"2019-03-07","0.869","0.021","0.885","0.094"
"2019-03-08","0.958","0.027","0.762","0.212"
"2019-03-09","0.866","0.03","0.857","0.113"
"2019-03-10","-0.077","0.067","0.879","0.054"
"2019-03-11","0.937","0.065","0.753","0.183"
"2019-03-12","0.511","0.014","0.939","0.047"
"2019-03-13","0.637","0","0.958","0.042"
"2019-03-14","0.542","0.051","0.809","0.14"
"2019-03-15","-0.802","0.141","0.835","0.024"
"2019-03-16","0.97","0","0.833","0.167"
"2019-03-17","0.827","0.032","0.831","0.137"
"2019-03-18","0.979","0.027","0.798","0.175"
"2019-03-19","0.898","0.058","0.77","0.172"
"2019-03-20","0.875","0.066","0.83","0.104"
"2019-03-21","0.84","0.04","0.865","0.094"
"2019-03-22","0.939","0.009","0.875","0.116"
"2019-03-23","0.958","0.015","0.87","0.115"
"2019-03-24","0.832","0.042","0.761","0.197"
"2019-03-25","0.691","0","0.928","0.072"
"2019-03-26","-0.382","0.034","0.944","0.022"
"2019-03-27","0.762","0.077","0.797","0.126"
"2019-03-28","0.862","0.036","0.874","0.09"
"2019-03-29","0.637","0.078","0.804","0.118"
"2019-03-30","0","0","1","0"
"2019-03-31","-0.178","0.053","0.902","0.045"
"2019-04-01","0.318","0.036","0.9","0.064"
"2019-04-02","0.318","0.075","0.847","0.078"
"2019-04-03","0.957","0.041","0.798","0.161"
"2019-04-04","0.914","0.069","0.731","0.2"
"2019-04-05","0.923","0.043","0.829","0.128"
"2019-04-06","0.851","0.029","0.838","0.133"
"2019-04-07","0.818","0","0.894","0.106"
"2019-04-08","0.984","0","0.681","0.319"
"2019-04-09","0.925","0","0.867","0.133"
"2019-04-10","0.899","0.014","0.862","0.124"
"2019-04-11","0.923","0","0.851","0.149"
"2019-04-12","0.959","0.039","0.832","0.128"
"2019-04-13","0.982","0.026","0.796","0.178"
"2019-04-14","0.956","0.016","0.778","0.206"
"2019-04-15","0.963","0.04","0.823","0.137"
"2019-04-16","0.864","0.034","0.849","0.117"
"2019-04-17","0.557","0","0.896","0.104"
"2019-04-18","0.912","0","0.856","0.144"
"2019-04-19","0.875","0","0.921","0.079"
"2019-04-20","0.883","0","0.873","0.127"
"2019-04-21","0.923","0.044","0.792","0.165"
"2019-04-22","0.946","0.031","0.704","0.265"
"2019-04-23","-0.691","0.088","0.912","0"
"2019-04-24","0.859","0","0.894","0.106"
"2019-04-25","-0.445","0.079","0.896","0.025"
"2019-04-26","-0.05","0.07","0.868","0.062"
"2019-04-27","0","0","1","0"
"2019-04-28","0.971","0","0.817","0.183"
"2019-04-29","0.778","0","0.907","0.093"
"2019-04-30","0.462","0.055","0.843","0.102"
"2019-05-01","0.92","0","0.887","0.113"
"2019-05-02","0.459","0.124","0.699","0.177"
"2019-05-03","0.827","0.017","0.901","0.083"
"2019-05-04","0.872","0.028","0.891","0.082"
"2019-05-05","0.735","0","0.89","0.11"
"2019-05-06","0.7","0","0.919","0.081"
"2019-05-07","0.868","0.012","0.925","0.063"
"2019-05-08","-0.974","0.162","0.816","0.022"
"2019-05-09","0.991","0.017","0.8","0.184"
"2019-05-10","0.202","0.076","0.821","0.103"
"2019-05-11","0.772","0.065","0.811","0.124"
"2019-05-12","0.84","0.025","0.908","0.067"
"2019-05-13","0.44","0.019","0.937","0.045"
"2019-05-14","0.856","0.039","0.871","0.09"
"2019-05-15","0.936","0.02","0.789","0.191"
"2019-05-16","-0.153","0.036","0.934","0.03"
"2019-05-17","0.908","0","0.848","0.152"
"2019-05-18","0","0.084","0.819","0.097"
"2019-05-19","0.954","0","0.795","0.205"
"2019-05-20","0.586","0.016","0.93","0.054"
"2019-05-21","0.933","0","0.914","0.086"
"2019-05-22","0.599","0.015","0.943","0.041"
"2019-05-23","-0.153","0.044","0.91","0.046"
"2019-05-24","0.856","0","0.933","0.067"
"2019-05-25","0.802","0","0.946","0.054"
"2019-05-26","0.202","0.052","0.888","0.06"
"2019-05-27","0.459","0","0.953","0.047"
"2019-05-28","0.971","0.066","0.744","0.19"
"2019-05-29","0.812","0.025","0.848","0.127"
"2019-05-30","0.832","0","0.963","0.037"
"2019-05-31","0.382","0","0.976","0.024"
"2019-06-01","0.896","0","0.926","0.074"
"2019-06-02","0.961","0","0.848","0.152"
"2019-06-03","0.905","0","0.891","0.109"
"2019-06-04","0.542","0.04","0.905","0.055"
"2019-06-05","0.915","0","0.889","0.111"
"2019-06-06","-0.852","0.102","0.898","0"
"2019-06-07","0.972","0","0.691","0.309"
"2019-06-08","0.925","0.025","0.806","0.169"
"2019-06-09","0.937","0.032","0.784","0.184"
"2019-06-10","-0.318","0.023","0.977","0"
"2019-06-11","0.765","0.022","0.886","0.092"
"2019-06-12","0.951","0","0.898","0.102"
"2019-06-13","0.925","0","0.874","0.126"
"2019-06-14","0.813","0.01","0.929","0.06"
"2019-06-15","0.735","0","0.916","0.084"
"2019-06-16","0.948","0.013","0.845","0.142"
"2019-06-17","-0.153","0.091","0.803","0.106"
"2019-06-18","0.869","0.036","0.797","0.168"
"2019-06-19","0.856","0.081","0.746","0.172"
"2019-06-20","0.968","0.036","0.749","0.216"
"2019-06-21","0.612","0.041","0.897","0.062"
"2019-06-22","0.827","0","0.909","0.091"
"2019-06-23","0.971","0","0.809","0.191"
"2019-06-24","0.922","0.099","0.724","0.177"
"2019-06-25","0.869","0.038","0.879","0.083"
"2019-06-26","0.87","0.014","0.894","0.091"
"2019-06-27","0.772","0.01","0.938","0.053"
"2019-06-28","0.735","0.06","0.856","0.084"
"2019-06-29","-0.003","0.115","0.771","0.115"
"2019-06-30","0.852","0.016","0.885","0.099"
"2019-07-01","0.691","0","0.924","0.076"
"2019-07-02","0.727","0","0.933","0.067"
"2019-07-03","0.866","0","0.866","0.134"
"2019-07-04","0.848","0.02","0.862","0.118"
"2019-07-05","0.979","0","0.809","0.191"
"2019-07-06","0.852","0.021","0.879","0.1"
"2019-07-07","0.946","0","0.917","0.083"
"2019-07-08","0.94","0.044","0.837","0.118"
"2019-07-09","0.964","0","0.84","0.16"
"2019-07-10","0.026","0.101","0.806","0.093"
"2019-07-11","-0.658","0.039","0.95","0.011"
"2019-07-12","0.527","0.012","0.947","0.041"
"2019-07-13","0","0.061","0.869","0.07"
"2019-07-14","0.402","0","0.98","0.02"
"2019-07-15","-0.382","0.059","0.887","0.054"
"2019-07-16","0.93","0","0.837","0.163"
"2019-07-17","0.946","0.027","0.706","0.267"
"2019-07-18","0.899","0.095","0.636","0.269"
"2019-07-19","0","0","1","0"
"2019-07-20","0.735","0.033","0.89","0.077"
"2019-07-21","0.886","0","0.89","0.11"
"2019-07-22","0.625","0","0.907","0.093"
"2019-07-23","0.893","0","0.851","0.149"
"2019-07-24","0.891","0.038","0.853","0.109"
"2019-07-25","0.421","0.024","0.917","0.059"
"2019-07-26","0.751","0","0.923","0.077"
"2019-07-27","0.933","0.016","0.856","0.128"
"2019-07-28","0.927","0.044","0.838","0.118"
"2019-07-29","0.542","0.031","0.894","0.075"
"2019-07-30","0.802","0.031","0.877","0.091"
"2019-07-31","0.637","0","0.9","0.1"
"2019-08-01","0.382","0","0.962","0.038"
"2019-08-02","0.889","0.063","0.772","0.166"
"2019-08-03","0.91","0.026","0.845","0.128"
"2019-08-04","0.572","0.03","0.896","0.074"
"2019-08-05","0.527","0","0.919","0.081"
"2019-08-06","0.329","0.037","0.915","0.048"
"2019-08-07","0.026","0.072","0.855","0.073"
"2019-08-08","0.637","0","0.952","0.048"
"2019-08-09","0.848","0.015","0.891","0.094"
"2019-08-10","0.71","0.053","0.851","0.096"
"2019-08-11","0.026","0.015","0.97","0.016"
"2019-08-12","0.964","0.008","0.87","0.121"
"2019-08-13","-0.818","0.098","0.885","0.017"
"2019-08-14","0.586","0.056","0.838","0.106"
"2019-08-15","0.625","0.05","0.87","0.08"
"2019-08-16","0.967","0","0.784","0.216"
"2019-08-17","0.767","0.086","0.779","0.134"
"2019-08-18","0.718","0","0.901","0.099"
"2019-08-19","0.681","0.073","0.82","0.107"
"2019-08-20","0.904","0.019","0.892","0.088"
"2019-08-21","0.985","0.026","0.769","0.204"
"2019-08-22","-0.382","0.108","0.841","0.052"
"2019-08-23","0.832","0.084","0.736","0.179"
"2019-08-24","0.832","0.027","0.889","0.084"
"2019-08-25","0.7","0.027","0.899","0.074"
"2019-08-26","0.772","0.016","0.898","0.087"
"2019-08-27","0.477","0.042","0.879","0.079"
"2019-08-28","0","0","1","0"
"2019-08-29","0.026","0.046","0.894","0.06"
"2019-08-30","-0.103","0.033","0.939","0.027"
"2019-08-31","0.459","0","0.963","0.037"
"2019-09-01","0.941","0.016","0.847","0.137"
"2019-09-02","0.949","0","0.757","0.243"
"2019-09-03","0.971","0.035","0.796","0.169"
"2019-09-04","0.978","0.007","0.857","0.136"
"2019-09-05","0.691","0.053","0.829","0.118"
"2019-09-06","0.977","0","0.814","0.186"
"2019-09-07","0.691","0","0.905","0.095"
"2019-09-08","0.933","0.043","0.775","0.182"
"2019-09-09","0.296","0.055","0.874","0.071"
"2019-09-10","0.925","0.054","0.796","0.15"
"2019-09-11","0.881","0.04","0.832","0.128"
"2019-09-12","0.767","0.049","0.856","0.096"
"2019-09-13","0.955","0","0.859","0.141"
"2019-09-14","0.898","0.042","0.739","0.219"
"2019-09-15","0.975","0.035","0.736","0.229"
"2019-09-16","0.214","0.152","0.706","0.142"
"2019-09-17","0.866","0","0.872","0.128"
"2019-09-18","0.881","0.042","0.818","0.14"
"2019-09-19","0.941","0.059","0.711","0.229"
"2019-09-20","0.153","0.086","0.818","0.096"
"2019-09-21","0.939","0.021","0.818","0.161"
"2019-09-22","-0.743","0.067","0.901","0.032"
"2019-09-23","-0.743","0.086","0.892","0.023"
"2019-09-24","0.869","0","0.901","0.099"
"2019-09-25","0.891","0.035","0.833","0.132"
"2019-09-26","0.765","0","0.936","0.064"
"2019-09-27","0.557","0.054","0.85","0.095"
"2019-09-28","0.572","0.042","0.87","0.088"
"2019-09-29","0.956","0.016","0.824","0.159"
"2019-09-30","-0.67","0.051","0.919","0.03"
"2019-10-01","0.625","0.025","0.903","0.071"
"2019-10-02","0.727","0.034","0.874","0.092"
"2019-10-03","0.97","0.011","0.802","0.187"
"2019-10-04","-0.641","0.162","0.751","0.087"
"2019-10-05","0.906","0.083","0.682","0.235"
"2019-10-06","0.969","0.013","0.817","0.17"
"2019-10-07","0.625","0.009","0.949","0.042"
"2019-10-08","0.836","0.047","0.833","0.121"
"2019-10-09","-0.778","0.069","0.931","0"
"2019-10-10","0.951","0.023","0.783","0.194"
"2019-10-11","0.76","0.024","0.91","0.066"
"2019-10-12","0.86","0.02","0.865","0.116"
"2019-10-13","0.202","0","0.974","0.026"
"2019-10-14","-0.477","0.035","0.956","0.009"
"2019-10-15","-0.296","0.102","0.814","0.084"
"2019-10-16","0.729","0.036","0.89","0.074"
"2019-10-17","0.382","0","0.942","0.058"
"2019-10-18","0.477","0.036","0.878","0.086"
"2019-10-19","0.296","0.044","0.872","0.084"
"2019-10-20","0.848","0.046","0.852","0.101"
"2019-10-21","0.785","0.014","0.905","0.081"
"2019-10-22","-0.34","0.083","0.853","0.065"
"2019-10-23","0.802","0","0.9","0.1"
"2019-10-24","0.904","0.047","0.793","0.16"
"2019-10-25","0.84","0.034","0.788","0.178"
"2019-10-26","0.945","0.027","0.785","0.188"
"2019-10-27","0.757","0.073","0.797","0.13"
"2019-10-28","0.67","0","0.911","0.089"
"2019-10-29","0.886","0.02","0.868","0.111"
"2019-10-30","0.44","0.019","0.925","0.056"
"2019-10-31","-0.218","0.03","0.956","0.014"
"2019-11-01","0.778","0.056","0.769","0.175"
"2019-11-02","0.978","0.012","0.808","0.179"
"2019-11-03","0.557","0.016","0.939","0.045"
"2019-11-04","0.912","0.036","0.779","0.184"
"2019-11-05","0.818","0","0.899","0.101"
"2019-11-06","0.66","0.046","0.857","0.097"
"2019-11-07","0.984","0.064","0.649","0.288"
"2019-11-08","0.625","0","0.962","0.038"
"2019-11-09","-0.34","0.139","0.766","0.096"
"2019-11-10","-0.25","0.056","0.902","0.042"
"2019-11-11","0.942","0.032","0.835","0.133"
"2019-11-12","0.98","0","0.737","0.263"
"2019-11-13","0.503","0.06","0.838","0.102"
"2019-11-14","0.912","0.018","0.848","0.134"
"2019-11-15","0.893","0.052","0.764","0.184"
"2019-11-16","0.866","0.051","0.791","0.158"
"2019-11-17","0.839","0.018","0.896","0.086"
"2019-11-18","0.912","0.015","0.84","0.145"
"2019-11-19","0.896","0.068","0.774","0.158"
"2019-11-20","-0.026","0.066","0.847","0.087"
"2019-11-21","-0.009","0.055","0.884","0.061"
"2019-11-22","0.965","0.06","0.716","0.224"
"2019-11-23","0.886","0.065","0.791","0.143"
"2019-11-24","0.908","0.02","0.854","0.126"
"2019-11-25","0.733","0.035","0.897","0.068"
"2019-11-26","0.57","0.023","0.925","0.052"
"2019-11-27","-0.128","0.02","0.98","0"
"2019-11-28","0.832","0","0.921","0.079"
"2019-11-29","0.459","0.01","0.965","0.026"
"2019-11-30","0.912","0.019","0.823","0.158"
"2019-12-01","0.778","0","0.934","0.066"
"2019-12-02","0.421","0.008","0.972","0.02"
"2019-12-03","0.649","0","0.926","0.074"
"2019-12-04","0.153","0.039","0.926","0.035"
"2019-12-05","0.202","0.087","0.801","0.113"
"2019-12-06","0.923","0.024","0.874","0.102"
"2019-12-07","0.822","0.019","0.889","0.091"
"2019-12-08","0.9","0","0.888","0.112"
"2019-12-09","-0.128","0.032","0.931","0.037"
"2019-12-10","0.859","0.08","0.793","0.126"
"2019-12-11","0.848","0.015","0.896","0.089"
"2019-12-12","0.202","0","0.975","0.025"
"2019-12-13","0.796","0","0.934","0.066"
"2019-12-14","0.848","0.057","0.761","0.182"
"2019-12-15","0.612","0","0.917","0.083"
"2019-12-16","0.898","0.117","0.7","0.183"
"2019-12-17","0.904","0.035","0.814","0.151"
"2019-12-18","0.982","0.01","0.769","0.221"
"2019-12-19","0.653","0.042","0.889","0.068"
"2019-12-20","0.878","0.017","0.864","0.12"
"2019-12-21","0.505","0.015","0.945","0.04"
"2019-12-22","-0.153","0.058","0.871","0.071"
"2019-12-23","0.852","0","0.913","0.087"
"2019-12-24","0.178","0.06","0.87","0.07"
"2019-12-25","0.557","0.031","0.884","0.085"
"2019-12-26","0.941","0.024","0.872","0.105"
"2019-12-27","0.889","0.014","0.885","0.101"
"2019-12-28","0.202","0","0.976","0.024"
"2019-12-29","0.945","0","0.829","0.171"
"2019-12-30","0.926","0.055","0.806","0.139"
