"Date","Comp","Negative","Neutral","Positive","Adj.Close"
"2018-05-02",0.382,0.038,0.88,0.082,42.0819816589355
"2018-05-03",0.772,0.133,0.693,0.174,42.1582374572754
"2018-05-04",0.852,0.053,0.83,0.117,43.8122520446777
"2018-05-07",0.889,0.023,0.878,0.099,44.1292266845703
"2018-05-08",0.943,0.037,0.774,0.188,44.3413543701172
"2018-05-09",0.919,0.054,0.758,0.188,44.653564453125
"2018-05-10",0.962,0,0.589,0.411,45.2922821044922
"2018-05-11",0.052,0.036,0.916,0.048,45.1200294494629
"2018-05-14",0.202,0.129,0.764,0.107,45.0147514343262
"2018-05-15",0.929,0.018,0.786,0.196,44.605640411377
"2018-05-16",0.878,0.047,0.785,0.168,45.0219268798828
"2018-05-17",-0.178,0.067,0.872,0.061,44.7372169494629
"2018-05-18",0.765,0,0.914,0.086,44.574535369873
"2018-05-21",0.963,0.026,0.662,0.311,44.8903427124023
"2018-05-22",0,0,1,0,44.7778930664062
"2018-05-23",0.983,0.021,0.723,0.256,45.064998626709
"2018-05-24",0.103,0.022,0.953,0.025,45.0147514343262
"2018-05-25",0.958,0.014,0.851,0.135,45.1176376342773
"2018-05-29",0.987,0,0.751,0.249,44.9549369812012
"2018-05-30",-0.178,0.063,0.912,0.025,44.8592300415039
"2018-05-31",0.459,0.081,0.789,0.13,44.7085075378418
"2018-06-01",0.977,0,0.662,0.338,45.5147895812988
"2018-06-04",0.872,0.062,0.708,0.229,45.8951835632324
"2018-06-05",0.612,0.032,0.872,0.096,46.2492866516113
"2018-06-06",0.511,0,0.924,0.076,46.4095764160156
"2018-06-07",0.75,0.079,0.768,0.153,46.2851676940918
"2018-06-08",-0.202,0.058,0.893,0.049,45.8640823364258
"2018-06-11",0.935,0,0.811,0.189,45.7516403198242
"2018-06-12",0.612,0.075,0.814,0.111,46.002857208252
"2018-06-13",0.891,0.04,0.802,0.158,45.6248397827148
"2018-06-14",0.925,0.026,0.851,0.123,45.6487693786621
"2018-06-15",0.765,0,0.885,0.115,45.1798362731934
"2018-06-18",0.967,0.033,0.62,0.347,45.1559143066406
"2018-06-19",-0.599,0.075,0.925,0,44.4262008666992
"2018-06-20",0.869,0,0.888,0.112,44.6199913024902
"2018-06-21",0.681,0.034,0.868,0.098,44.3711776733398
"2018-06-22",0.599,0.14,0.666,0.194,44.2419815063477
"2018-06-25",0.918,0.091,0.69,0.22,43.5840492248535
"2018-06-26",0.318,0.107,0.741,0.152,44.1247482299805
"2018-06-27",0.961,0.036,0.776,0.189,44.0601539611816
"2018-06-28",-0.459,0.062,0.915,0.023,44.380744934082
"2018-06-29",-0.872,0.143,0.807,0.049,44.2874298095703
"2018-07-02",0.751,0.021,0.901,0.078,44.7826805114746
"2018-07-03",0.751,0.11,0.694,0.196,44.0027351379395
"2018-07-05",0.975,0,0.581,0.419,44.356819152832
"2018-07-06",0.952,0,0.817,0.183,44.9716949462891
"2018-07-09",-0.202,0.098,0.812,0.089,45.596134185791
"2018-07-10",0.848,0,0.853,0.147,45.5411033630371
"2018-07-11",0.935,0.087,0.718,0.195,44.9501533508301
"2018-07-12",0.883,0.027,0.827,0.147,45.7037925720215
"2018-07-13",0.859,0.036,0.835,0.129,45.775562286377
"2018-07-16",0.848,0,0.878,0.122,45.6750907897949
"2018-07-17",0.822,0.077,0.71,0.213,45.804271697998
"2018-07-18",0.954,0.046,0.745,0.209,45.5530662536621
"2018-07-19",0.936,0.028,0.762,0.211,45.907154083252
"2018-07-20",0.946,0.021,0.808,0.171,45.8018836975098
"2018-07-23",0.988,0.01,0.722,0.268,45.8425521850586
"2018-07-24",0.904,0,0.837,0.163,46.1751136779785
"2018-07-25",0.967,0.055,0.669,0.276,46.6105537414551
"2018-07-26",-0.511,0.085,0.881,0.034,46.4646034240723
"2018-07-27",-0.778,0.141,0.783,0.076,45.6918258666992
"2018-07-30",0.983,0,0.707,0.293,45.4358367919922
"2018-07-31",0.977,0.01,0.769,0.221,45.5267372131348
"2018-08-01",-0.052,0.063,0.877,0.06,48.2087287902832
"2018-08-02",-0.528,0.135,0.781,0.084,49.6179122924805
"2018-08-03",0.889,0.075,0.585,0.34,49.7614669799805
"2018-08-06",0.957,0,0.844,0.156,50.0198554992676
"2018-08-07",-0.128,0.115,0.764,0.121,49.5509223937988
"2018-08-08",0.98,0,0.781,0.219,49.5844192504883
"2018-08-09",0.862,0.035,0.843,0.122,49.9743957519531
"2018-08-10",0.912,0.036,0.754,0.21,49.8255348205566
"2018-08-13",0.226,0.046,0.898,0.056,50.1472549438477
